filename	train_acc	val_acc	train_auc	val_auc	train_los	val_los	val_mmc	tn	fp	fn	tp	time	ep_stopped	index_fold	seed
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	1.0	0.909	1.0	0.917	0.024	0.274	0.77	8.0	0.0	1.0	2.0	1628.221	67.0	5	9
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	1.0	1.0	1.0	1.0	0.0	0.077	1.0	8.0	0.0	0.0	3.0	1695.957	500.0	6	0
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	0.929	0.727	0.989	0.778	0.243	0.437	-0.149	8.0	1.0	2.0	0.0	1727.04	16.0	6	1
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	0.859	0.727	0.966	0.778	0.321	0.452	-0.149	8.0	1.0	2.0	0.0	1752.453	12.0	6	2
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	0.939	0.909	0.987	0.778	0.212	0.404	0.671	9.0	0.0	1.0	1.0	1778.515	20.0	6	3
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	1.0	1.0	1.0	1.0	0.0	0.007	1.0	9.0	0.0	0.0	2.0	1850.38	500.0	6	4
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	1.0	1.0	1.0	1.0	0.0	0.042	1.0	9.0	0.0	0.0	2.0	1919.444	500.0	6	5
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	0.99	0.818	1.0	0.917	0.081	0.318	0.542	7.0	1.0	1.0	2.0	1947.203	46.0	6	6
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	1.0	0.818	1.0	0.958	0.057	0.208	0.542	7.0	1.0	1.0	2.0	1977.614	54.0	6	7
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	0.949	0.727	0.988	0.708	0.183	0.558	0.241	7.0	1.0	2.0	1.0	2004.847	17.0	6	8
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	0.98	0.727	0.993	0.917	0.134	0.472	0.0	8.0	0.0	3.0	0.0	2032.675	28.0	6	9
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	0.98	0.818	1.0	0.833	0.106	0.509	0.516	8.0	0.0	2.0	1.0	2060.579	38.0	7	0
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	0.949	0.818	0.986	0.778	0.179	0.375	0.389	8.0	1.0	1.0	1.0	2087.918	21.0	7	1
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	1.0	0.727	1.0	0.889	0.017	0.266	0.241	7.0	2.0	1.0	1.0	2123.046	93.0	7	2
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	1.0	0.909	1.0	1.0	0.019	0.163	0.77	8.0	1.0	0.0	2.0	2156.823	76.0	7	3
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	1.0	1.0	1.0	1.0	0.0	0.026	1.0	9.0	0.0	0.0	2.0	2231.881	500.0	7	4
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	0.97	0.909	0.991	1.0	0.153	0.314	0.671	9.0	0.0	1.0	1.0	2262.157	25.0	7	5
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	0.939	0.818	0.991	0.75	0.192	0.54	0.516	8.0	0.0	2.0	1.0	2290.264	19.0	7	6
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	1.0	0.818	1.0	0.917	0.058	0.389	0.671	6.0	2.0	0.0	3.0	2319.817	51.0	7	7
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	1.0	0.909	1.0	1.0	0.005	0.163	0.81	7.0	1.0	0.0	3.0	2359.951	139.0	7	8
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	0.96	0.636	0.989	0.875	0.162	0.47	-0.194	7.0	1.0	3.0	0.0	2387.898	27.0	7	9
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	0.889	0.727	0.981	0.792	0.26	0.544	0.0	8.0	0.0	3.0	0.0	2416.074	14.0	8	0
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	0.949	0.727	0.993	0.889	0.167	0.334	-0.149	8.0	1.0	2.0	0.0	2443.962	26.0	8	1
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	1.0	0.909	1.0	1.0	0.0	0.099	0.671	9.0	0.0	1.0	1.0	2519.409	500.0	8	2
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	0.909	0.727	0.991	0.667	0.227	0.475	-0.149	8.0	1.0	2.0	0.0	2548.248	14.0	8	3
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	0.939	0.818	0.989	0.611	0.188	0.428	0.0	9.0	0.0	2.0	0.0	2576.243	20.0	8	4
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	1.0	1.0	1.0	1.0	0.0	0.037	1.0	9.0	0.0	0.0	2.0	2649.672	500.0	8	5
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	1.0	0.727	1.0	0.917	0.063	0.325	0.241	7.0	1.0	2.0	1.0	2683.043	49.0	8	6
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	0.98	0.818	0.999	0.875	0.122	0.431	0.542	7.0	1.0	1.0	2.0	2714.685	23.0	8	7
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	1.0	0.909	1.0	0.917	0.057	0.271	0.77	8.0	0.0	1.0	2.0	2746.27	53.0	8	8
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	0.96	0.727	0.993	0.875	0.149	0.481	0.0	8.0	0.0	3.0	0.0	2775.731	24.0	8	9
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	1.0	0.909	1.0	1.0	0.0	0.108	0.81	7.0	1.0	0.0	3.0	2852.277	500.0	9	0
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	1.0	0.909	1.0	1.0	0.0	0.124	0.77	8.0	1.0	0.0	2.0	2934.457	500.0	9	1
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	0.97	0.818	0.995	0.889	0.12	0.331	0.389	8.0	1.0	1.0	1.0	2966.537	25.0	9	2
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	1.0	1.0	1.0	1.0	0.0	0.0	1.0	9.0	0.0	0.0	2.0	3042.793	500.0	9	3
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	0.919	0.818	0.994	0.611	0.229	0.459	0.0	9.0	0.0	2.0	0.0	3073.961	19.0	9	4
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	0.98	0.909	1.0	0.944	0.11	0.227	0.671	9.0	0.0	1.0	1.0	3112.214	40.0	9	5
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	1.0	0.909	1.0	0.958	0.0	0.139	0.77	8.0	0.0	1.0	2.0	3187.394	464.0	9	6
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	0.939	0.727	0.985	0.75	0.21	0.526	0.241	7.0	1.0	2.0	1.0	3218.698	19.0	9	7
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	0.889	0.727	0.989	0.333	0.252	0.766	0.0	8.0	0.0	3.0	0.0	3248.897	13.0	9	8
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	1.0	0.818	1.0	1.0	0.044	0.256	0.516	8.0	0.0	2.0	1.0	3286.537	65.0	9	9
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/ibdgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200224_232750c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	1.0	0.909	1.0	1.0	0.017	0.171	0.77	8.0	0.0	1.0	2.0	3328.211	83.0	10	0
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/wt2dgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200225_030736c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	0.814	0.6	0.915	0.6	0.483	0.669	0.2	3.0	2.0	2.0	3.0	31.723	13.0	0	1
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/wt2dgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200225_030736c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	0.826	0.5	0.896	0.56	0.511	0.736	0.0	1.0	4.0	1.0	4.0	54.503	10.0	0	2
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/wt2dgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200225_030736c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	0.895	0.6	0.981	0.76	0.3	0.543	0.218	2.0	3.0	1.0	4.0	69.892	28.0	0	3
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/wt2dgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200225_030736c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	0.756	0.4	0.892	0.292	0.587	0.748	-0.25	1.0	3.0	3.0	3.0	87.324	8.0	0	4
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/wt2dgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200225_030736c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	0.907	0.7	0.981	0.792	0.294	0.539	0.408	3.0	1.0	2.0	4.0	103.787	30.0	0	5
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/wt2dgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200225_030736c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	0.988	0.8	1.0	0.833	0.188	0.494	0.583	3.0	1.0	1.0	5.0	118.958	36.0	0	6
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/wt2dgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200225_030736c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	0.805	0.778	0.921	0.6	0.535	0.706	0.55	3.0	1.0	1.0	4.0	136.45	9.0	0	7
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/wt2dgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200225_030736c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	1.0	0.778	1.0	0.85	0.118	0.512	0.55	3.0	1.0	1.0	4.0	155.492	50.0	0	8
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/wt2dgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200225_030736c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	0.793	0.667	0.911	0.45	0.508	0.739	0.395	1.0	3.0	0.0	5.0	171.703	10.0	0	9
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/wt2dgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200225_030736c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	0.839	0.667	0.943	0.85	0.414	0.614	0.478	4.0	0.0	3.0	2.0	190.02	18.0	1	0
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/wt2dgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200225_030736c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	1.0	0.9	1.0	1.0	0.001	0.286	0.816	5.0	0.0	1.0	4.0	224.575	349.0	1	1
/home/ubuntu/gene-abundance/experiment/results/model_cnn/qtf_pc576_10_fillseqf_nb10_auy_custom/wt2dgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0custom_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_cnn_o1adam_lr-1.0de0.0e500_20200225_030736c255.0di-1ch1_l1f64dfc0.0p1dcnn0.0padnfile_sum_ok.txt	0.802	0.4	0.924	0.52	0.509	0.689	-0.218	1.0	4.0	2.0	3.0	240.357	11.0	1	2
